,,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability,Level 2 label,Level 2 probability
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZyIVkd6o9O,MrBiggieRock,4 weeks ago,1.51077E+12,"rouge1fulThey give the political parties 1 million and in return they expect the government to fill their pockets with upwards of $50 million. The Republicans blocked Obama if he raised the deficit by one dollars, now they are raising the deficit by 1/2 trillion dollars.",1,/Negative/Hate/,Negative,0.459,Hate,0.245
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZyU7cQm7Qu,Sheryl Hutton,4 weeks ago,1.51077E+12,All of their campaign and funding should come out of their own pockets then we can see who has the means to be elected,0,/Neutral/Surprise/,Neutral,0.429,Surprise,0.675
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZyVwY3RDJN,MrBiggieRock,4 weeks ago,1.51077E+12,"Sheryl Hutton comment ............................................. ""All of their campaign and funding should come out of their own pockets then we can see who has the means to be elected."" .........................................................Very very bad idea for rich people will enslave us with this system.",1,/Negative/Hate/,Negative,0.519,Hate,0.279
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZyoZYKJq8u,first secons,4 weeks ago,1.51077E+12,Talking about Hillary Clinton?,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.453,Empty tweets / Garbage / No sentiments,0.59
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZzAckOuR4e,kkaradin,4 weeks ago,1.51077E+12,"simply do what they do in Australia, all candidates are supported by public funds, they all get the same amount, money and influence out of politics.",2,/Negative/Worry/,Negative,0.482,Worry,0.241
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZzAsgh_OXq,kkaradin,4 weeks ago,1.51077E+12,"why is it stupid? Its a great investment to keep politicians from being influenced by donors, even Republicans wanted campaign finance reform twenty years ago because they saw how corrupting it was. We are the richest nation in the world, simply skim some of the billions being wasted at the DOD.",2,/Negative/Worry/,Negative,0.512,Worry,0.221
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZzAwRxQkax,kkaradin,4 weeks ago,1.51077E+12,"at the same time they created the minimum wage, they wanted to implement a maximum wage as well.",1,/Negative/Sadness/,Negative,0.452,Sadness,0.241
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8ZzeJcyFGxd,Does It Really Matter,4 weeks ago,1.51077E+12,Its all PACs,0,/Negative/Anger/,Negative,0.433,Anger,0.362
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_4K9-uLThp,sharper68,3 weeks ago,1.51138E+12,"There were laws,  citizens united gutted them.",0,/Neutral/Surprise/,Neutral,0.452,Surprise,0.813
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_5cJ95n9zR,Chuckles Nuts,3 weeks ago,1.51138E+12,"this and more friend. political appointees are not allowed to serve more than a term of their promoter. and congressmen should be limited to a one 4 year term. and you shouldn't get paid as much as you do. if you have a tax return any point in your life making more that $99,999 in one calendar year. you cannot be in any form of political position.",0,/Negative/Worry/,Negative,0.422,Worry,0.242
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_5sx9L20lG,John Balnis,3 weeks ago,1.51138E+12,"You just described the gist of Citizens United, and Bernie Sanders has been railing about it for a looooong time",0,/Positive/Relief/,Positive,0.398,Relief,0.27
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_B2VPU08j7,randomnobody playthrough,3 weeks ago,1.51138E+12,Cuck schumer will do as he's told.,0,/Neutral/Surprise/,Neutral,0.507,Surprise,0.525
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_SA6Hk-P04,Dennis O,2 weeks ago,1.51198E+12,"Yeah, more laws, more centralization of power in the hands of the government, because more power leads to less corruption right? How bad will it have to get before people realize that you can't solve government corruption by increasing government power?",0,/Negative/Worry/,Negative,0.625,Worry,0.235
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8_SAco5axp2,Dennis O,2 weeks ago,1.51198E+12,"You can't use the rules against the people who make and enforce the rules, i.e. the people in power.",0,/Negative/Hate/,Negative,0.423,Hate,0.241
,,,,,,,,,UgxKdEljWyjhMLFQPo14AaABAg.8ZvyLyJ1giV8__f795osDw,CJ Flores,1 week ago,1.51259E+12,rouge1ful  there was but the supreme court ruled super Pac legal under our noses that's why Trump does what he does to distract the real trick gop tax cut plan cutting Obama care cfpb removal on n on. We're bitchin about him while they but us from behind.,0,/Negative/Worry/,Negative,0.566,Worry,0.268
,Ugx4ilinlio4RMS00Ol4AaABAg,Cthulhu Christ,1 month ago,1.5106E+12,Those shoulder pads are a far bigger offense.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.444,Surprise,0.673
,UgyHxv4dy4uo3lvQxud4AaABAg,Justin Rice,1 month ago,1.5106E+12,"Democrats, Republicans... they're all bought by the same people.",65,TRUE,4,,,,,,,/Negative/Hate/,Negative,0.436,Hate,0.223
,,,,,,,,,UgyHxv4dy4uo3lvQxud4AaABAg.8ZvyJo58ecz8Zw5JnB_qnr,sharper68,1 month ago,1.5106E+12,Except the democrats are the Washington generals to the GOP's Harlem globe trotters of corruption,3,/Negative/Worry/,Negative,0.413,Worry,0.221
,,,,,,,,,UgyHxv4dy4uo3lvQxud4AaABAg.8ZvyJo58ecz8ZwCjcbLvGD,Tim Dunk,1 month ago,1.5106E+12,"No shit, Sherlock!",2,/Negative/Hate/,Negative,0.937,Hate,0.288
,,,,,,,,,UgyHxv4dy4uo3lvQxud4AaABAg.8ZvyJo58ecz8_6dlF6GBFN,Lord Crimsiden,3 weeks ago,1.51138E+12,"Only difference to me is democrats give their donors ambrosia bread while feeds their voters crumbs . Republcans give donors ambrosia bread, sweep up the crumbs, lock the door to the kitchen, and tell the ppl to make their own damn bread.",1,/Negative/Hate/,Negative,0.442,Hate,0.237
,,,,,,,,,UgyHxv4dy4uo3lvQxud4AaABAg.8ZvyJo58ecz8_DxUkbw1mT,Crazy Horse,3 weeks ago,1.51138E+12,Don't be a fool. They are not bought by the same people.,0,/Negative/Hate/,Negative,0.531,Hate,0.232
,Ugy4YmMPYYZwApNlCK14AaABAg,Eternal Dragonoid,1 month ago,1.5106E+12,And some people will still support the DNC and Hillary Clinton.,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.435,Surprise,0.538
,Ugyh8q7aHy-3ZxZ3nAt4AaABAg,Zach  Couch,1 month ago,1.5106E+12,Ceck nailed it!,5,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.429,Surprise,0.56
,UgwSlRcDTndXomYlCS14AaABAg,anthony cheesman,1 month ago,1.5106E+12,I'm disappointed that the interviewer didn't push back I guess she only does that when republicans are on her show lol,0,TRUE,2,,,,,,,/Negative/Sadness/,Negative,0.49,Sadness,0.25
,,,,,,,,,UgwSlRcDTndXomYlCS14AaABAg.8ZvyGqFooBJ8ZvyxAXgked,mcmcmcm,1 month ago,1.5106E+12,"in fact, i think she was egging him on based on their shared beliefs that they discussed off the air before the segment",0,/Negative/Worry/,Negative,0.391,Worry,0.255
,,,,,,,,,UgwSlRcDTndXomYlCS14AaABAg.8ZvyGqFooBJ8ZwAGAdBAv4,Silver Bard,1 month ago,1.5106E+12,He looked like he was about to climb over the desk and eat her. I can't blame her for being a little intimidated.,0,/Negative/Worry/,Negative,0.55,Worry,0.283
,UgxFCMmS7KmtnpyWr314AaABAg,Albert Progressive Einstein,1 month ago,1.5106E+12,What i dont understands is the overwhelming evidence of both political parties being run by the rich cats and most of americas (90%) do not have a clue of whats going on because they are being brainwashed with the mainstream media and Alex Jones propaganda.,113,TRUE,6,,,,,,,/Negative/Worry/,Negative,0.425,Worry,0.277
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8Zw4uWfGHZi,Presence,1 month ago,1.5106E+12,Stockholm Syndrome.,8,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8ZwBZyfLtAx,Never go full retard,1 month ago,1.5106E+12,Too busy watching the Kardashians,5,/Negative/Worry/,Negative,0.381,Worry,0.242
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8Zwo6aS-ac1,occupynewparadigm,4 weeks ago,1.51077E+12,You mean the people that watch Alex Jones and are alt-light/right aren't WOKE? They keep telling me they are woke.,3,/Neutral/Surprise/,Neutral,0.425,Surprise,0.873
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8Zx_bwlg_3K,IMelkor42,4 weeks ago,1.51077E+12,90%? Where did you get that stat? I think I remember a poll where the overwhelming majority of people agreed that money had too much influence on politics (can't remember the number of phrasing exactly),1,/Negative/Anger/,Negative,0.62,Anger,0.243
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8ZxhGE8ODWV,Michele Maliano,4 weeks ago,1.51077E+12,Albert Progressive Einstein  it shows how many Americans cannot think for themselves. It�۪s scary for those of us who do.,1,/Negative/Worry/,Negative,0.495,Worry,0.242
,,,,,,,,,UgxFCMmS7KmtnpyWr314AaABAg.8ZvyFrq8fRy8ZxiChlu0ka,Flash,4 weeks ago,1.51077E+12,"Albert Progressive Einstein also Rush Limbaugh's propaganda, he proponents an us versus them mentality in his fan base making them falsely believe that there is no such thing as moderate in all forms of politics. I know because I dealt with one last Saturday night and I did give him a dose of reality although I doubt I changed his mind because he's a lost cause.",0,/Negative/Hate/,Negative,0.441,Hate,0.218
,UgxbzkzUQNE55vbWTvV4AaABAg,Doug Coombes,1 month ago,1.5106E+12,Justice Democrats or America is toast...,115,FALSE,0,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.399,Empty tweets / Garbage / No sentiments,0.577
,UgyC8DY2E2Urxv3tRdR4AaABAg,Ryan Schroeder,1 month ago,1.5106E+12,"Koch commercial played before this, I laughed.",0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.615,Fun,0.313
,UgxK2zcHHS_oTd3jQdN4AaABAg,gary deforve,1 month ago,1.5106E+12,where does it hurt cloobeck? oh there?   kapow smash bang,13,FALSE,0,,,,,,,/Negative/Sadness/,Negative,0.773,Sadness,0.245
,UgxqmqDbN0lUrjiBNVB4AaABAg,mcmcmcm,1 month ago,1.5106E+12,"As much as I hate the Dem party, we have a better chance of taking them over than launching a third party. Bernie lost 55%-45% to Hillary with overwhelming odds against... Jill Stein got 1%. We have much better odds in catching up inside.",0,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.471,Hate,0.259
,Ugyer_gewXMfZY4MK1t4AaABAg,Hal Jordan,1 month ago,1.5106E+12,The democrats are weak and pathetic sell outs. Trump 2020,33,TRUE,8,,,,,,,/Neutral/Surprise/,Neutral,0.388,Surprise,0.663
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8ZvyX-9696a,Listenbuddy1,1 month ago,1.5106E+12,Barney is a Democrat,1,/Negative/Anger/,Negative,0.46,Anger,0.244
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8ZvygzATsTc,Hal Jordan,1 month ago,1.5106E+12,"Listenbuddy1 Yes, and a sellout!",4,/Positive/Happiness/,Positive,0.547,Happiness,0.27
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8ZvzCrmwkmq,Listenbuddy1,1 month ago,1.5106E+12,Barney is Russian,0,/Negative/Anger/,Negative,0.46,Anger,0.244
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8Zw--cAWS-7,Hal Jordan,1 month ago,1.5106E+12,Totally! I can't believe regressives aren't saying anything about it !,2,/Negative/Boredom/,Negative,0.477,Boredom,0.228
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8Zw04jiir34,Listenbuddy1,1 month ago,1.5106E+12,Barney and his wife honeymooned in the Soviet Union. Look it up.,0,/Neutral/Surprise/,Neutral,0.378,Surprise,0.767
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8Zw1UvRO0KY,Duane Locsin,1 month ago,1.5106E+12,"Hal Jordan damn straight.Bernie ���get money out of politics�۝ Sanders 2020!If I can only pick one issue to focus or vote on, it will be that.I believe it will have a domino effect on many other issues that have been ailing the country for decades.Root out corruption at the top.I also believe this is something both ends of the political spectrum of voters can agree and unite on.",0,/Negative/Worry/,Negative,0.469,Worry,0.243
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8Zw1WswFjwx,Thetruth908,1 month ago,1.5106E+12,Barney is Russian a Russian dinosaur learn English first comrade,0,/Neutral/Surprise/,Neutral,0.448,Surprise,0.617
,,,,,,,,,Ugyer_gewXMfZY4MK1t4AaABAg.8Zvy2nVYrze8ZxNMX5GP1a,Hal Jordan,4 weeks ago,1.51077E+12,"Duane Locsin Trump is love, Trump is life",1,/Positive/Love/,Positive,0.519,Love,0.566
,UgzcQ5IKOzZAbGr0DLF4AaABAg,PIXI PIXI,1 month ago,1.5106E+12,cnbc trying to tell us to just ''listen'' in their new ad. listen to what? y'all just democratic propaganda.,0,FALSE,0,,,,,,,/Positive/Fun/,Positive,0.45,Fun,0.263
,UgwSycMpMY9jEIWSBOB4AaABAg,billy the dead,1 month ago,1.5106E+12,so very very sick and tired of bought off politician's I'm sick of money dictators they hoard it and ask us to pay more pay attention before it's too late,16,FALSE,0,,,,,,,/Negative/Hate/,Negative,0.768,Hate,0.244
,UgzM9t0BzztS1UQbfql4AaABAg,Aaron Bower,1 month ago,1.5106E+12,"Cenk seems very mad at this...he also has some fame, and as such I am sure he will be bolstering his portfolio here very soon.",0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.501,Worry,0.288
,Ugz6YMqRiAo1ZYNWX4p4AaABAg,Political Optimist,1 month ago,1.5106E+12,Great video Cenk and TYT!,0,FALSE,0,,,,,,,/Positive/Happiness/,Positive,0.712,Happiness,0.34
,Ugz5vpMOdAH-ZibIk5t4AaABAg,anthony cheesman,1 month ago,1.5106E+12,Why does he sound like he just did a bunch of cocaine,0,FALSE,0,,,,,,,/Negative/Worry/,Negative,0.442,Worry,0.243
,UgyIAN6AaFi9j4YGgJ54AaABAg,Listenbuddy1,1 month ago,1.5106E+12,Maybe you�۪re over thinking it. Maybe Democrat ideas just suck.,1,TRUE,3,,,,,,,/Negative/Worry/,Negative,0.511,Worry,0.237
,,,,,,,,,UgyIAN6AaFi9j4YGgJ54AaABAg.8ZvxmLJz9PH8Zw-jlLELz6,Net Hoser,1 month ago,1.5106E+12,"Democrats ideas are closest to the best places to live in the world for the common person, and I'm not talking about the US.",0,/Positive/Enthusiasm/,Positive,0.474,Enthusiasm,0.33
,,,,,,,,,UgyIAN6AaFi9j4YGgJ54AaABAg.8ZvxmLJz9PH8Zw-xsNYtgV,Listenbuddy1,1 month ago,1.5106E+12,Detroit?,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,,,,,,,,,UgyIAN6AaFi9j4YGgJ54AaABAg.8ZvxmLJz9PH8Zw0YhbS7J8,Net Hoser,1 month ago,1.5106E+12,Geography much?,0,/Negative/Worry/,Negative,0.373,Worry,0.241
,Ugw9d_Bl9wRE9YuurmN4AaABAg,TheAbsoluteTruthzz,1 month ago,1.5106E+12,TYT serving the people or person that gave them the 20 million.,4,TRUE,1,,,,,,,/Negative/Hate/,Negative,0.356,Hate,0.236
,,,,,,,,,Ugw9d_Bl9wRE9YuurmN4AaABAg.8ZvxjSkoQUo8ZwDkcKjhs5,V. P,1 month ago,1.5106E+12,TheAbsoluteTruthzz false,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.427,Empty tweets / Garbage / No sentiments,0.527
,UgzEHa2O8Z2qEB8QY494AaABAg,Christobal Colombo,1 month ago,1.5106E+12,in other words of their sugar daddies is reminding them who is boss,0,FALSE,0,,,,,,,/Neutral/Surprise/,Neutral,0.425,Surprise,0.76
,Ugx2EL2VLWHVadXJ28N4AaABAg,Hal Jordan,1 month ago,1.5106E+12,"Trumpflakes are too imbred to realize their Cheeto Mussolini is bought and paid for puppet for the elite. Drain the swamp my assI've been a very bad boy and need a spanking. . . .",24,TRUE,1,,,,,,,/Negative/Anger/,Negative,0.647,Anger,0.212
,,,,,,,,,Ugx2EL2VLWHVadXJ28N4AaABAg.8ZvxY-P_Noa8ZwFtZbK8sQ,Dennis O,1 month ago,1.5106E+12,"Newsflash: they're all puppets for the elite, not just Trump. Politics is cancer.",0,/Negative/Anger/,Negative,0.385,Anger,0.244
,UgxoYTazMtwp-aV-kXp4AaABAg,Randy H,1 month ago,1.5106E+12,Bye Felicia!,156,TRUE,1,,,,,,,/Positive/Fun/,Positive,0.368,Fun,0.276
,,,,,,,,,UgxoYTazMtwp-aV-kXp4AaABAg.8ZvxMH7DCOO8ZwY0AcI60u,Chang Cappo,4 weeks ago,1.51077E+12,Bye sore losers!,2,/Negative/Sadness/,Negative,0.528,Sadness,0.237
,Ugx5VjZtUgrxIzA9mu94AaABAg,Nick Rewal,1 month ago,1.5106E+12,Where is that dudes neck?,183,TRUE,19,,,,,,,/Negative/Worry/,Negative,0.466,Worry,0.225
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZvyBcjYi8F,Y2K,1 month ago,1.5106E+12,Nick Rewal He doesn't have one. That's why he got the GAME FILLIP (perfect for children with no necks),0,/Negative/Worry/,Negative,0.493,Worry,0.246
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZvyM-tvw_r,Eternal Dragonoid,1 month ago,1.5106E+12,He ate it.,13,/Neutral/Surprise/,Neutral,0.367,Surprise,0.671
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zvz1Pb3fsf,Te'sh Jr,1 month ago,1.5106E+12,it's a adult real life version of Eric Cartman from SOUTH PARK !,11,/Neutral/Surprise/,Neutral,0.404,Surprise,0.794
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw--rNkArH,Iron Bowtie,1 month ago,1.5106E+12,Even that turtle Mitch McConnell has a longer neck.,7,/Neutral/Surprise/,Neutral,0.42,Surprise,0.603
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw0WKZhQRY,1monki,1 month ago,1.5106E+12,Left it in his��other suit.,5,/Neutral/Surprise/,Neutral,0.445,Surprise,0.748
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw0nqlqHID,Blackatchaproduction,1 month ago,1.5106E+12,He sold it,5,/Negative/Sadness/,Negative,0.413,Sadness,0.24
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw4Zu6--WT,L B,1 month ago,1.5106E+12,Nick Rewal In his asshole,1,/Neutral/Surprise/,Neutral,0.423,Surprise,0.769
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw4y2mt-PN,Vanilla Manilla,1 month ago,1.5106E+12,I don't know if that dude's suit is too big or if if he's got the worst case of scoliosis or what. That's the first thing I noticed.,0,/Negative/Worry/,Negative,0.618,Worry,0.261
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw6VZhCUSm,David Ostler,1 month ago,1.5106E+12,"He's downsizing, it wasn't cost effective.  Or he outsourced it.",5,/Negative/Worry/,Negative,0.468,Worry,0.234
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zw6YdIcQWO,Lucy Lu,1 month ago,1.5106E+12,Nick Rewal I don�۪t really make fun of people but this guy really is an asshole and a self entitled prick who literally doesn�۪t have a neck. _���_���,1,/Positive/Love/,Positive,0.506,Love,0.237
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZwI5VXNLbS,TheAsmodeus2012,1 month ago,1.5106E+12,"Thugs in suits like this goomba don't typically have necks. Something in the genome demands that they're shaped like big dicks without actually having one themselves.Perhaps as a warning to other members of the species: ""This one has minuscule genitalia and lacking even basic human empathy with which to attract or keep happy a mate, he is now malignantly insane.""That's how my instincts read him anyway. A large, mentally deficient bully who doesn't understand why the crowd has turned on him and is angry that they would dare. So what's his kind's only available answer?More and more brazen attempts to bully into submission the people's very reaction to their bullying. It's pathetic and dangerous.",1,/Negative/Hate/,Negative,0.533,Hate,0.236
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZwcZDV1zm_,Anita Harrell,4 weeks ago,1.51077E+12,Nick Rewal lol,0,/Positive/Fun/,Positive,0.64,Fun,0.321
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zx4jr-SvpC,positron underVolt,4 weeks ago,1.51077E+12,"Nick Rewal Up Alex Jones' arsehole.",0,/Neutral/Surprise/,Neutral,0.397,Surprise,0.589
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8Zx9VXMsUZL,Oleg Gnashuk,4 weeks ago,1.51077E+12,He looks like Steve Wozniak's angry shitty cousin.,1,/Neutral/Surprise/,Neutral,0.376,Surprise,0.648
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZxB9itkf0L,Bathrobe Battousai,4 weeks ago,1.51077E+12,"Hey Dumbo, If you�۪re going to be talking about someone�۪s body part you should tape your ears back and put a new photo as your icon pic. Elephant on parade.",0,/Positive/Enthusiasm/,Positive,0.413,Enthusiasm,0.286
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZxQ3qfV4Ep,Robert Vysther,4 weeks ago,1.51077E+12,Too many prime ribs and manhattans.,0,/Neutral/Surprise/,Neutral,0.474,Surprise,0.75
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZxR3DL2aXl,Aegix Drakan,4 weeks ago,1.51077E+12,he's hiding it from the inevitable guillotines that will roll out.  XD,0,/Neutral/Surprise/,Neutral,0.397,Surprise,0.737
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZxjH6R9ol6,Babyboi6769,4 weeks ago,1.51077E+12,"jason tillerson took it, but it got stolen.",0,/Negative/Sadness/,Negative,0.442,Sadness,0.223
,,,,,,,,,Ugx5VjZtUgrxIzA9mu94AaABAg.8ZvxLlMFgwI8ZxwJVN1jII,jawadad802,4 weeks ago,1.51077E+12,guarding the cash in the Cayman's...,0,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.504,Empty tweets / Garbage / No sentiments,0.537
,UgzcqC6u2f1fvTG-J5F4AaABAg,Reggie Lee,1 month ago,1.5106E+12,"As a wise man once said, ""Don't boo, vote.""   Overwhelming turnout is the ONLY way to offset the rigged districts, voter suppression, etc.  Once we are in, then and only then, can we change the rules.",21,TRUE,3,,,,,,,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.554,Empty tweets / Garbage / No sentiments,0.722
,,,,,,,,,UgzcqC6u2f1fvTG-J5F4AaABAg.8ZvxKs991ek8ZvzlmYKE4X,Fuctmentality,1 month ago,1.5106E+12,In the primaries?,0,/Neutral/Surprise/,Neutral,0.405,Surprise,0.616
,,,,,,,,,UgzcqC6u2f1fvTG-J5F4AaABAg.8ZvxKs991ek8Zw0CzFC6qk,Cody Harrel,1 month ago,1.5106E+12,He wasn't that wise.,0,/Negative/Worry/,Negative,0.442,Worry,0.234
,,,,,,,,,UgzcqC6u2f1fvTG-J5F4AaABAg.8ZvxKs991ek8Zw4ZauhXzn,sdkeller72,1 month ago,1.5106E+12,"535 bullets is a much faster way to rectify this country's problems and far easier than getting stupid lazy Americans to engage politically.  If the bankers and industry lobbyists don't fall in line after that, well we enough bullets for every American to have their own crate of ammo, eventually they will get the message.",0,/Negative/Hate/,Negative,0.41,Hate,0.243
,UgwouO4fG314PLf5y514AaABAg,BL4CK KN1G8T,1 month ago,1.5106E+12,"The DNC is a Joke and can't take responsibility for there failures.But keep pretending it was the Russians, and take your deluded asses to another beating in 2020.",9,TRUE,2,,,,,,,/Negative/Boredom/,Negative,0.619,Boredom,0.267
,,,,,,,,,UgwouO4fG314PLf5y514AaABAg.8Zvx-i06fjT8Zw-tdf0bUi,Kookoo for these COCOPUFFS!,1 month ago,1.5106E+12,BL4CK KN1G8T LOL wow really! but you're too lopsided there get it straight its not just dnc Einstein its both the dnc and gop!,0,/Positive/Love/,Positive,0.556,Love,0.231
,,,,,,,,,UgwouO4fG314PLf5y514AaABAg.8Zvx-i06fjT8Zw24EQnKeg,Poochie Collins,1 month ago,1.5106E+12,@BL4CK : your dumbass missed the early bit about Republican politicians taking MORE bribes than Dems.,1,/Negative/Worry/,Negative,0.474,Worry,0.266
,UgyIjCIKrwjKLWIV2D54AaABAg,fusion kefla x fusion vegito san sama,1 month ago,1.5106E+12,These people all have no comman sense.,0,FALSE,0,,,,,,,/Negative/Anger/,Negative,0.641,Anger,0.257
,UgykOwHGEHWIem9ouwB4AaABAg,Dark Man,1 month ago,1.5106E+12,"TyT, specifically cenk reminds black people who used to own them. Always stirring shit up.",5,TRUE,3,,,,,,,/Neutral/Surprise/,Neutral,0.516,Surprise,0.715
,,,,,,,,,UgykOwHGEHWIem9ouwB4AaABAg.8ZvwqYyvLHN8ZvyhMRjBwR,rouge1ful,1 month ago,1.5106E+12,oh really? time stamp it,1,/Positive/Happiness/,Positive,0.393,Happiness,0.268
,,,,,,,,,UgykOwHGEHWIem9ouwB4AaABAg.8ZvwqYyvLHN8ZvylLBqYny,Sandra Hunter,1 month ago,1.5106E+12,Dark Man : huh? Where did b black people come in?,3,/Neutral/Surprise/,Neutral,0.379,Surprise,0.895
,,,,,,,,,UgykOwHGEHWIem9ouwB4AaABAg.8ZvwqYyvLHN8Zw0QKewWNn,Kookoo for these COCOPUFFS!,1 month ago,1.5106E+12,Dark Man LOL wow really I didn't noticed anything about blacks until you brought that up great way to stir shit up the hypocrisy is great with this one!,0,/Positive/Fun/,Positive,0.517,Fun,0.29
,Ugz1Pb_9akeo1XLPdJl4AaABAg,Ali T,1 month ago,1.5106E+12,But TYT you're not supposed to call out democrats because you're a bias network.,13,TRUE,4,,,,,,,/Negative/Anger/,Negative,0.369,Anger,0.215
,,,,,,,,,Ugz1Pb_9akeo1XLPdJl4AaABAg.8ZvwpmqR8YW8Zw3OxqdvrO,Kergami,1 month ago,1.5106E+12,Exactly.,1,/Neutral/Empty tweets / Garbage / No sentiments/,Neutral,0.599,Empty tweets / Garbage / No sentiments,0.726
,,,,,,,,,Ugz1Pb_9akeo1XLPdJl4AaABAg.8ZvwpmqR8YW8Zw9LJMqHtl,Aleza Seibert,1 month ago,1.5106E+12,Ali T TyT calls out dems and libs way more than Fox or any other right wing outlet. Cenk got fired from MsNBC cause he called out the Obama administration on a few occasions.,1,/Neutral/Surprise/,Neutral,0.467,Surprise,0.512
